,review,polaritas
117,situated waterfront tabo cottage provides georgeous view lake toba surrounding mountain area ferry tuk tuk brings directly pier cottage facility vast well maintained green area together view soothing eye several option accomodation starting basic room finishing stand alone cottage facing lake next pier large swimming pool lounge area despite positive impression still room improvement need addressed management namely organisation kitchen dinner made selection one hour waiting waiter said choice,1
118,annette anto run place keep good standard housekeeping place bit expensive backpacking place food great ambiance good annette speaks indonesian batak english german mine information show area german straight forward living toba land many year local bridge gap local western ease regular indonesian tv ecological standing interesting place owner music good great local band saturday night even visit eat worth going thats take anyways,1
119,place happy recommend everyone family couple backpackersvery friendly helpful staff speak good english food great breakfast get selfmade german roll brötchen room clean cozy price moderate refreshment always jump clean pool take direct swimm lake toba activity plenty thing bike rental motorcycle easy get traffic island calm compared main land rent canoo directly tabu cottage explore coastline water woundeful insider tour german owner annette lucky get see real batak life mountain perfect people interested,1
120,want get away get away wait longer come tuk tuk danau toba stay beautiful tabo cottage service accommodation location tabo cottage mum dad young boy junior suite really hit spot food drink offer restaurant also sample baked good house german bakery make sure also grab seat one island tour offered also include side trip hot spring spent whole day island needed day medan certainly holiday wont forget anytime soon far getting medan danau toba yes bus,1
121,want clean relaxing friendly place stay lake room large modern clean food good plenty choice easy walk restaurant well best part incredibly chilled relaxed atmosphere lounge area sat watching sunset lake late night absorbing peace serenity place fabulous,1
122,fabulous place stay view sensational german owner collect restores traditional batak house stayed best suite sensitively restored great stay traditional artefects facility good pool beautiful great hire kayak restaurant good enjoyed saturday evening batak music staff helpful indeed suited u family well would definitely go back,1
123,nice hotel room clean specially bathroom compare hotel visit tuktuk village staff really friendly always smiling hotel nice garden view lake big waterfall eat lunch diner hotel breakfast buffet amazing little bit hungry day sell great home made cake recommend hotel everybody,1
124,cycling trip medan padang stopped rest samosir island looked nice place big small expensive came across tabo cottage location style great draw junior suite comfortable offer beautiful lake view food excellent german bakery nice surprise annette german owner lived samosir year extremely knowledgeable helpful helped u tremendously bike onward plan tabo cottage definitely right call u,1
125,husband staying almost one week tabo suite best room offer absolutely great facility room come western need coffee tea hot shower big good bed good quality mosquito net could absolutely see german wellthoughtness quality behind everything food delicious great price quality amount getting scenery charming enchanting feel youre holiday good wifi well,1
126,excellent small hotel offering great location right lake also town close restaurant store etc couple minute walk away ferry actually dropped u right tabo cottage dock room large clean comfortably decorated lovely lakeside pool lounge around food restaurant excellent package sell sumatran coffeeanother plus spa service available helpful arranging bike rental group,1
127,great relaxing time hotel island okay although nog specteculair hotel room really nice pool view amazing laundry done bit expensive massage great breakfast menu really good,1
128,germanindonesian run tabo cottage one upscale option tuk tuk samosir island excellent breakfast buffet le german bread fresh fruit pancake fried banana different room offered go nice tastefully large batak villa comparatively expensive batak villa idr room pax helpful attentive staff,1
129,love place neat clean staff speaks english morning view amazing neat hotel smell love hotel staff friendly always ready listen lake toba gem see hotel give view,1
130,beautiful room nice pool wonderful view tabo lake easy rent bike find guide visit island wonderful stay tabo cottage nice little shop side street,1
131,one best place ive ever visited owner worker really service minded food price good thing thats need improved get rating upgrade wifi hardly anywhere enough bandwidth upload picture checkinganswer email,1
132,super nice place lake room large clean wifi worked well nice pool great bar patio area breakfast included amd good staff friendly without overbearing also short walk shop amd restaurant,1
133,decided stay night tuk tuk traveling straight balige november decided stay tabo cottage weve never tried receptionist informed u room available booked unilever event people arrived ththursday hotel insisted room available night toba suite located beautiful view direct lake heard owner repeatiously advised receptionist give number u bargaining agreed room tho asked room show know difference checked number noticed room lazy wooden chair found actually event set friday hotel still,1
134,samosir island stayed one night tabo cottage nice cottage natural style direct access lake toba love serenity peaceful atmosphere tabo cottage give stayed fan deluxe room garden view feel cold night used blanket need aircon breakfast nice love breakfast room food simple delicious room also nice batak decoration dog handsomei stay chance visit samosir island,1
135,hotel simple comfortable spotlessly clean good service owner lovely hospitable woman highly recommend seems best area local design beautifully positioned lake hotel also sits well located village,1
136,friend booked single night stay rather lovely accommodation pleasantly surprised find playground brings back childhood memory swing seesaw even treehouse staff reception friendly gave u advice travel around island useful map totally scale visited offpeak season place rather quiet better relaxing pool one pavilion cottagesrooms reminiscent local batak house adequately furnished condition also pleasant clean really important u one night spent best night sleep entire trip,1
137,easy check arriving boat pleasant guy reception nice room lovely location great facility great coffee excellent wifi everything great wish staff restaurant great smiled,1
138,stayed beautiful resort ten day whit friend nice atmosphere good food happy people working alfon general manager make job love care helpful extremely kind nice sense humor stayed one batak house room beautiful spacious extremely clean like everything place everything u work perfect thank,1
139,read mixed review arrived hotel bit apprehensive booked two cheaper room located behind reception room fine though mattress one room urgently needed replacing positively surprised food view hotel towards lake also nice id book one cottage near lake instead next time construction going didnt bother u much mostly touring island unfortunately wifi work room restaurant,1
140,hotel set garden fronting onto lake several place sit shade cushion good restaurant breakfast ferry mainland hotel jetty room small good bathroom main problem building work start continued day spoiling peace quiet,0
141,stayed night found clean relaxing polite staff willing help food average nice positioned visiting island tour done hotel lot restaurant close tv kettle fridge room something need,1
142,lovely quiet well run hotel relaxing atmosphere friendly owner know european looking hotel food good reasonable price ground pool lovely based lake ferry drop collect perfect accommodation style old batak house clean bed comfortable staff organised bike hirei would definitely recommend staying,1
143,wonderful placewe arrived tired long day travelling booked one night got caught booking accommodation turning substandard arrivednot herethe staff helpfulthe lovely owner go way helplocal information lucky enough get upgrade suiteits fab breakfast greatsuch joy two month backpackingrice small pancake breakfast price goodgo little extra deluxe room budget suite perfect relaxing return ever wonderful part world,1
144,small hotel complex well maintained garden pool family suit view garden pool room clean spacious whole property several balebelongs food good quality served cozy restaurant breakfast served buffet form staff friendly helpfull,1
145,hard find fault tabo cottage given fantastic location modest price lack superior alternative lake toba one indonesia jewel return ill stay tabo samosir island impoverished expanse great climate clean air day properly developed tourism huge present local dont capital knowhow merely eking living central government wont much help tabos german owner brave indeed invest best year building business environment booked deluxe room building behind cafeteria one night relocated junior suite second floor junior,1
146,beautifully located shore lake toba tabo cottage one place really feel home relaxed friendly helpful staff nice room superior economic nice food drink restaurant owner german lady married indonesian man helpful honest price definitely reasonable get disadvantage could stay one night nice pay credit card mastercard visa,1
147,stayed two night part g adventure trip could easily spent location superb beautiful lake view lush garden room spacious loved partly outdoor bathroom laundry service quick good food fresh tasty even bakery making bread pastry first place ive visited sumatra serving soda water treat staff remarkable possibly make stay enjoyable make sure swim lake explore island little paradise,1
148,tuk tuk samosir island village need bit love lot run building lot litter area however tabo cottage nice retreat deluxe villa people great bed large comfortable bathroom spacious clean importantly shower warm decor room traditional batak view balcony excellent make sure ask villa near pool swimming pool great place sunbathe around garden resort well tended breakfast provided resort good standard al carte menu also good option meal maybe bit pricey sumatra dont let put,1
149,thank much returning ipad stupidly left room rushing get boat depart example service send ipad medan staying night later thankfully anyway great stay lovely setting lake actual room amazing lovely batak style villa private upstairs bed away main area bed perfect sharing nice lounge area decent wi fi criticism service pool area found strange place meant one best island understand staff cant come pool area take order bring drink food making guest walk carry drinksfood pool area hardly relaxingstrange rule also,1
150,nice hotel one top hotel samosir great location nice lake access swim also neat pool garden building batak style recommend least deluxe room prefer even nicer room higher cost relaxed athmosphere well managed place german owner breakfast start late would better least breakfast buffet good quality even real milk coffee lover enjoyed stay much would like return thanks make stay beautiful,1
151,well travelled country get pretty much kind accommodation imagine came lake toba year ago looking fwd stay batak villa hefty cost half million rupies nice big room villa catched eye tub hot water monthntrip half way thruough imagine budget cheer friend thailand recently lost family member decided pumper bit enjoyed luxury hot bath didnt happened first teo night didnt havd hot water period pump mother law turned accidentaly technician new didnt first day realized thisnhotelmis tourist traveller,0
152,avoid moment due construction worker talking loudly outside room woke morning construction noise continued throughout day fly wire open window difficult close one bathroom cannot close hear noise others bed hard sumatra bathroom basic hot water suspect batik room must much nicer although lake dirty pool unappealing cant imagine anyone would want come samosir let alone stay extended period time group tour otherwise would left sooner one shining light hotel restaurant far best food ate sumatra breakfast also good,0
153,overall stayed night type room judge pic self thank god hotel near main eatery shop batak villa awesome garden view room also bad pro fantastic view near shop eatery beautiful ground cheap tasty food beer price bought outside con break fast average serving,1
154,stay villa top floor facing garden lake view nice place relax staying room nice could nicer shower water pressure get stronger inside lake cant expect like hanging bed balcony relaxing breakfast great simple toast fresh fruit nice dont like dinner pastry note signature dish restaurant menu need prebook hour ahead hour incorrect immediate serving ended tomato pasta burnt sauce flat favor curry rice soggy friend noodle sure restaurant serve better food tuktuk kinda small,1
155,year ago loved came back filled jet sky speed boat day long passing high speed away feel like staying next highway day engine sound smell gas extremely noise jet sky even swimming lake safe talked guest agreed acceptable think escape noise night time primitive party music side ruin also evening night sure know feeling sleep someone snoring loud next u feeling day night place hard find even minute without stressnoises,0
156,one night stayed time power failure took long time recover one happened torch room went look help one around except two dog air conditioning whole place infested mosquito construction happening right next room high handed apology sign room apologize noise happy always look another hotel sign totally sense hospitality training management hotel japanese friend shared room lost two pouch valuable room one diamond ring gift pouch contains,0
157,superb location looking lake stunning scenery tabo cottage delightful place stay friendly helpful staff traditional batak style room fell love place hope return one day,1
158,loved time deluxe room bathroom well worth money get season discount lovely verandah amazing bathroom beautiful setting lake pool well relax staff lovely breakfast great im usually big fan bread wow toast amazing simple thing life would definitely come back,1
159,didnt stay dinner local food great especially ikan sambal reading raving review pastry felt let aglio olio lovely place dining get packed come early,1
160,first trip samosir really enjoy stay tabo cottage beatiful view along lake side traditional building mix modern nice homey place lay run rutinity dinner live traditional music breakfast little germany style overall food okay pool clean also jump lakehehe awesome facility suit family especially year old boy still enjoy run grass owner officer friendly satisfied,1
161,cant praise place highly enough regret didnt spend another day setting beautiful right lake side lovely pool service great food first class room good size clean great supply hot water ancillary thing like laundry massage arranged delivered well would definitely recommend stay someone else already written want european standard hotel fit bill perfectly,1
162,stayed day tabo cottage enjoyed every minute traveled tuk tuk several time found tabo cottage previous trip staying hotel next door decided next time go place never regretted definitly best hotel tuk tuk likely samosir island breakfast buffet fantastic food also great certain point tried interesting food card walked outside eat one many close restaurant hotel nice seating area garden pool really relax enjoy family time room nicely designed constructed decent quality like room deluxe room,1
163,great location friendly staff welcoming room clean nicely laid bathroom good size downside sometimes patchy hot water shower pressure wasnt big issue food delicious beer nice cold cottage threw fun new year eve party live music lovely food thanks great stay,1
164,definitely one bestquality hotel samosir island tuktuk used european standard food dont want separate journey right place cottage beautiful designed traditional batak style however looking experience local tradition cuisine may want choose another place stay hotel probably western place whole island,1
165,spent day tuk tuk tabo cottage great place relax calm first hotel found indonesia outside big city served breakfast buffet continental indonesian food staff nice helped u lot organizing transport around sumatra course one cheapest accomodations around tuk tuk u definitely worth,1
166,perfect place explore samosir whether hiking cycling visiting village wandering amongst tribal people resting resort passenger ferry drop right resort staff attentive friendly helpful direction also give detailed map description thing area room large rustic looking still modern porch comfortable chair plus terrific view ground crater rim bed comfortable pool huge deep right next lake lounging view great option even lot people place nice quiet yet common area make easy socialize staff guest much,1
167,stayed hotel october loved cottage comfortable setting beautiful bread highlight fellow traveler part small tour annette german taught staff make best bread indonesia ground lovely swimming pool easy walk village truly recommend small hotel,1
168,tabo cottage wonderful place stay tuktuk samosir islandclean room good servicefriendly people pkace authenficromantis dan let visit tabo cottage stay easy walk round reach villige find woodcarving peoplemake souvenir saturday night live batak volksong intertaint made time live,1
169,choose go guesthouse stayed basic guest swimmingpoolthe owner tabo cottage drived u guesthouse pick luggagestaff friendly food goodrooms beautiful wouldnt take cheaper room behind restaurantno mosquito room,1
170,stayed two night time lake toba stayed treat boyfriend birthday room nice large clean comfortable pool area highlight great place sit lot comfy sun lounger shade really nice place relax day food good little expensive particularly drink staff great nice attentive ordered birthday cake boyfriend good staff better organised fantastic local band play saturday sing happy birthday everyone made effort say happy birthday even gave little present also sell wine decent australian wine rarity indonesia really enjoyed,1
171,excellent accomodation good food swimmingpool near lake breakfast upgraded choice quantity must reorganized staff german owner willing serve bakery great coffee expensive rps price sell double sweet coffee iff coffee wouldbe rps,1
172,overall great stay would return room comfortable clean garden pool well maintained please find detailed summary positive close centre town clean room bathroom extensive breakfast buffet good food reasonable price negative poor wifi connection mosquito net provided necessary mosquito get room air conditioning fan ok time year sure would enough hotter month staff bit distractedwe ask several time get dinner order taken night,1
173,found late night room hot water working told fixed hr itll spent time sitting sofa outside room chatting friend drinking local palm wine tuak bought outside p next day decided go swim pool despite chilly weather u anyway great time taking photo followed late inhouse breakfast heading back medan nice extend stay couple day,1
174,staying outdoor place felt bit luxury arriving spacious comfortable batak villa large bathroom cottage ideal day tour tuk tuk relaxing pool always great view lake restaurant also lovely place sit drink fruit juice meal view con stay wlan work personnel bit pushy trying sell u motorbike rentnevertheless price still affordable even backpacking tourist fully recommend stay,1
175,wonderful place relax enjoy architecture good mix traditional style modern amenity room bathroom spacious clean ground pool well kept plenty area relax tranquil atmosphere restaurant staff well trained friendly food tasty bakery enables enjoy wonderful bread range treat almond muffin black forest cake plenty activity offer fishing canoeing hiking cycling hot tub massage ferry parapet drop pick jetty lake edge garden really convenient,1
176,tabo cottage wonderful place stay samosir island ferry pull place parapet convenient staff extremely friendly meal restaurant lunch dinner lovely buffet breakfast could improved upon average room nice clean comfortable,1
177,stayed two night junior suite hotel beautifully situated lake nice pool cleankept garden ferry parapat drop pick jetty hotel lugging suitcase nice room spacious clean large bed wall fan small fridge spacious terrace bathroom clean bath hot cold water toilet washbasin restaurant cozy nicely decorated wide selection dish reasonable price drawback actually long waiting time fact table companion get meal different time indonesia able experience problem several time breakfast buffet extensive,1
178,tabo cottage proably nicest place stay tuktuk especially garden restaurant creating nice relaxed atmosphere anette owner bought roasting machine good coffe machine waiter got small barista training probably one best coffee drunk far asia,1
179,day definately short nice place awesome pool super clean swimming lake even bike rental possible make sure ask spare tube perfect place holiday good food drink annette helpful concern,1
180,suite top floor batak style house clean spacious traditional furnishing basic hotel overall nice setting great view lake toba restaurant service super slow food good cake dry nothing like german bakery style advertised breakfast ok late start even item ready probably best find tuktuk overall average,0
181,didnt stay spent lot time fantastic restaurant beautiful ground food top notch great variety vegetarian health conscious people staff lovely annette always available friendly advice would happily go back spend time,1
182,spent day samosir june relaxing part month holiday climate much le oppressive sumatra tabo cottage provides perfect place unwind breakfast great mix indonesian food dutchgerman baked product restaurant perfect place relax boat mainland drop directly cottage pick food well priced varied,1
183,nothing samosir sumatra accommodation anything like international tourism standard thats part deal decide visit place among best get term accommodation quality however service highly criticizable service extremely slow even basic understanding customer service lacking almost borderline rude handling customer complaint,0
184,stayed deluxe room night nice clean bathtub clear though hotel seen better day ten year ago liked staff friendly chilled garden pool area delightful minus room would cockroach noicy premise,0
185,month travelling around place little beautiful view lake great pool plenty lounger food great huge breakfast buffet la carte menu lunch dinner reasonably priced tasty wifi hit miss thats largely due weather would anywhere room decent size comfortable let bathroom shower bath shower curtain ability prevent bathroom getting soaked friendly owner really try make feel home good place relax,1
186,great location nice view probably cater western tourist owner chatty western guest friendly u happy fair place ok considerably good room compared place island food ok quite extensive menu best german bakery island one honestly thing average generally sweet,0
187,view lake resort stunning plenty lounger around lovely pool spent many hour reading relaxing tranquil setting room bit tired though could lick paint new linen brighten bit food option lunch dinner quite decent breakfast bit half hearted good fresh bread cheese homemade jam little else really buffet style pancake noodle omelette sat congealing table every morning food day fairly pleasant stay im sure place offer better service value money,0
188,home away home tabo cottage lovely place nature stayed night package deal narasindo tour medan love tranquility surrounding cottage decent though little cobweb bathroom looking bright side nature cottage wifi reception cottage real bad pretty good restaurant area cant stay away technology day two appreciate nature morning need alarm clock reliable alarm clock rooster wake disappointment little incident arrived pm may easy checkin asked wanted make reservation,1
189,first location fantastic view lake mountain hill amazing annette owner nothing le sweet heart managed squeeze u room even though made reservation really made u feel home hesitate chat shes really friendly give inside tip indonesian culture might even go local roy bar another must youre staying weekend whole location resort beautiful relaxing laid back atmosphere make sure go check front little shack climb latter there comfy pillow enjoy breathtaking view staff also friendly helpful helped,1
190,recently spent night thought terrible place booked deluxe room get category basic dingy grubby bathroom ancient poor state old bath shower attachment looked dated back bad refused stay deluxe room available upgraded junior suite name belied actually got much different slightly brighter bathroom bit modern bathroom door dented split also hole looking someone hit bathroom doorframe missing bedding grubby worn thin,0
191,brilliant time tabo cottage everyone laid back easy going got know annette owner fascinating life lot environment around area inspiring hear great chat went way take u around island show u key place couldnt get touch tour guide u upstairs villa balcony looked lake great place sit back relax ground garden well maintained pool beautiful swim drink cocktail beside think really lucky booked place heard complaint traveller place staying,1
192,able get spare room stay spent several time visiting property especially restaurant bakery german bakery top notch island coffee crumble musttry pastry restaurant also good quite duration wait food delivered table portion taste make forget thing quite expensive price standard samosir totally worth recreational area good modern touch,1
193,impressed existence lake toba tabo beautiful scenery pity friendly service le smile staff restaurant food available little bit boring menu would better owner friendly warm welcoming whole visitor,1
194,stayed night tabo cottage deluxe room environment lovely beautifull garden swimmingpool couple placeshuts chill nice restaurant good food vegetarian friendly staff possibility excursion wellness didnt saw owner lot helped u room arrived friendly met room clean spacious bed fine great place stay good value money,1
195,first thank hospitality entire staff tabo cottageindeed right choice stay themno hasslenice decorationand everyone friendlyfrom tulu reception guytill ibu annetteall tunefriendly whoever youdefinitley come,1
196,boyfriend currently backpacking around asia generally staying cheap accommodation birthday special treat boyfriend booked u tabo cottage night location idyllic staying one expensive room batak villa spacious well maintained nice terrace overlooking lake however meant special couple day massively dampened approach owner staff guest perhaps towards u backpacker wouldnt usual clientele german owner frankly rude cold toward u literally looked u came check perhaps due backpacker status despite fact,0
197,booked tabo cottage night late booking could delux room room quite spacious comfortable thing needed bathroom little tired good value paid staff friendly helpful annette owner also helpful liked much booked night stayed junior suite would highly recommend thanks annette restaurant good especially german bakery excellent swimming pool tabo cottage peaceful beautiful scenery nice walk go back,1
198,stayed night batak villa another night junior suite king bed batak villa come topper provides much support comfort wonderful night sleep unfortunately wall fan mounted across bed partially blocked stair attic attic mattress ground sleep person looking window lake bathroom huge bathtub quite slippery wet hammock big balcony nice piece equipment hang relax reading twin bed junior suite le comfortable tiny flat screen tv nothing much watch program local language good thing junior suite coffee tea,1
199,stayed night october traditional batak room set behind main receptiondining building distant view pool lake unfortunately visited rainy season every afternoon without fail monsoon top tip make morning room little dark almost every day hot water problem generally fixed site maintenance man came along time food great western food homemade cake bonus excited finally internet sumatra arrival broken resort fault road work cut internet line motorbike bicycle available rent would recommend explore great buffet evening,1
200,many place stay tuk tuk near empty stayed one night toba cottage popular place island everyone say nice appealing western taste fine paid walk found prefer little unit matahari guesthouse next door zoes merlyns room right lake nice garden great food one staying right rupee usd night hot water wifi include room nothing fancy quiet relaxed friendly weather beautiful food great fresh natural volcano problem,0
201,stayed night family mom love room clean big also provide hot water bathroom breakfast menu nice fruit bread pancake many place lobby area relax tabo cottage also swimming pool fave spot traditional batak house front toba lake,1
202,partner stayed two night beautiful pool room right lake superb view stayed batak room expensive definitely worth stunning view lake pool food drink great also lady owns helpful organising tour whilst,1
203,charming spot samosir sojourn relax pool look lake stand back look cottage fun place stay food great bread bread real bread first month tabo respect build local style cuisine add lovely touch salad load vegetable fruit delicious hotel close many local attraction good jumping point day trip etc downer erratic wifi seemed work owner intermittently guest cheap service supported people might need training perhaps itd worth extra,1
204,start positive location directly lake great staff friendly garden pool really nicebut room totally overpriced first luxuryroom poor dirty especially bathroom second luxury room changed one night better cleaner still worth price idr travelling six month wanted way variation something luxuriousbut got disappointing worst owner annette arrogant least helpful maybe backpacker clientele probably aware kind luggage way travelling say nothing background guest opinion act,0
205,spent day night hotel get stunned arrived view nice small swimming pool sapo tabo reach higher get view well located lakeside lot restaurant hotel around staff friendly efficiency stayed superior deluxe room room big bathroom well neared bakery restaurant reception way town near ferry dropped right jetty tabo cottage dun think timing really accurate leaving something urgent pls double confirm schedule definitely try light breakfast fresh juice german bread must rent motorbike hotel get map provided,1
206,love hotel character amazing view lake toba restaurant overlook swimming pool deep blue lake ask enjoying meal manager helpful staff friendly room big bathroom fell love bathroom natural setting bath tub airconditioner one away slightly cooling night buffet breakfast missed fresh fruit juice bread motorbike rented hotel map readily available counter hotel offer massage service reasonable price ferry drop pick guest right front hotel huge plus point hotel,1
207,stayed friend two night last week say lovely hotel even beautiful location took local bus medan took hour mised ferry samosir luckily managed get smaller boat met owner tabo pure coincidence kind enough give u lift back hotel check u spoke good english quite helpful sugesting thing see room superior room lake view shower didnt work well w good enough sleep rest quite noisy rooster outside couldnt differentiate sunrise breakfast nice coffee ate dinner,1
208,stayed two night wished could stayed longer last minute change mt sinubung eruption glad stayed villa unit loft daybed well balcony hammock main bed best style mosquito net came across fan aircon watercraft hire walk town tuk tuk dead quiet contrast bali dined night happy food service minor gripe resident dog occasional barking night presume security bed comfortable manageress helpful would like return day maybe explore island relax bit hotel,1
209,samosir island simply beautiful rent bike walk around tuktuk going find another world many batak style house resort tabo one best stayed room cottage downstairs room dont view outside seating area comfy clean breakfast buffet everything could wish open restaurant spectacular view comfortable seating hang around day long food good quality also decent bar bakery owner staff friendly helpful season ask nicely might get discount buy local coffee beens always appreciate another great advantage,1
210,tabo really lovely place tuk tuk excellent bread food well run friendly helpful staff dive straight pier lake hire kayak chill hammock great holiday included really fun nyr party band buffet food wifi intermittent unfortunately wellness package massage hair mask etc unavailable due staff holiday relaxed regardless lot option island anyway also lot place stay island tabo top choice still really great value tabo seems balance right stay appropriate sumatra without overdone like bali waterfront place recommended travellors type sister,1
211,stayed one night family booked room deluxe superior published rate rp net inclusive bfast two stayed time always stay vip batak suite new facility swimming pool provide pool kid well meeting room since drive car reached big ferry station parapat forget station name bring u car tomok price rp one car rp passenger take minute tomok tabo cottage take minute minus road renovation project tuk tuk area positive fantastic view except one old house front beach believe thats belong tabo cottage love batak house gazebo front beach love,1
212,wife spent weekend tabo cottage found great value escape even get rphpax ferry right front resort great lotsa luggage room clean water hot great cold samosir food good value money lounge area great chill meal saturday night inhouse band including owner son great traditional drum entertain dinner biggest grouse wifi constantly offline plus slot available even work first hour connected sort cost much overall great vibe affordable price p note trip kuala,0
213,summarised sentence friendly helpful staff clean room toilet opt batak villa awesome nice lake view went another girl friend awesome love place much drink serf great,1
214,went tabo cottage stayed night messed booking arranged stay neighbor hotel carolina best located nice tabo first night gave u nice discount following night large suite staff friendly management annette husband german married indonesian handling thing carefully place well kept lot small place chill read book day nap cool great view lake swim lake directly resort water nice cold maybe degres id day stay pool worried lake room big big suite family,1
215,meant stay three night arrived tabo cottage changed travel plan stayed week tabo cottage fully booked year round place island empty show annette family something right place slowly grew restaurant nice resort batak architecture setting nice welldone place hang relax really enjoyed sitting one hammock balcony caferestaurant pool overlooking lake breakfast yummy homemade european bread staff also welcoming wonderful looked place island best one highly recommend tabo cottage best,1
216,stayed night paid around aud per night room large clean fan ensuite bathroom setting lovely lake great pool relax bakery coffee breakfast delicious staff nice would happily stay however room improvement hot water broke every single day complained every single day around time got fixed momentarily frustrating go every day think considered one top accommodation island would expect better restaurant food average best went cafe nearby food trying food time tabo cottage,1
217,sleeping elsewhere came eat time october food good reasonable price husband even tried sivet cat coffee kobi luwak also bought local coffee bean back home atmosphere tabo really nice staff friendly,1
218,lucky room hotel full nice hotel samosir great view lake staff helpful giving information island breakfast good western indonesian selection vegetarian anyone wanting halal food good place hotel near muslim eatery,1
219,stayed three hotel tuktuk samosir island end augustearly september tabo cottage undoubtedly nicest two toledo inn toba village inn stayed traditional batakstyle room balcony costing irs per night including breakfast two exactly price room fabulous bathroom good everything worked properly restaurant really nice open two side food great ate every night rather go elsewhere gado gado particularly good also bakery make excellent bread pastry etc breakfast selfservice buffetstyle better either two hotel staff like singing work good sign,1
220,nicely decorated apartment great lake view easy going german efficiency annette take care everything going smoothly shes also engaged ecological project buy vegetable farmhotel next place bakery good bread apartment house built batakstyle hugh balcony open restaurant one enjoy fresh fish different reviewer never found annette coldyou approach ferry didnt knew get offered help immediatelyotherwise would lost,1
221,tabo cottage really nice place breakfast excellent room nice lakeside pool wonderful despite positive thing wissing hospitality agree evaluator german owner bit cold doesnt provide lot assistance come question wish,1
222,tabo mean delicious batak languange love concept bataknese traditional house cottage find nearby pool owner mr annete german known local heroine cleaning lake toba water hyacinth added little touch opening german bakery,1
223,recently stayed family four found tabo cottage fabulous outlook gorgeous staff helpful outdoor area great two girl play big thankyou tina giad wonderful gripe noise produced staff quarter near u towel dry skin offset uninterrupted view beautiful lake toba,1
224,view amazing sky night stunning starry food dinner breakfast good quite cheap try anti flu tea awesome banana fritter crepe coffee good arrived late pm time wellness service supposed closed manager made happen u able get massage pm grateful value good service good well ive several place tuktuk say probably best place find certainly come back tabo enjoy stunning view lake toba pleasant stay tabo,1
225,arrive tabo cottage parapet ferry drop jetty get directly garden pool area large beautifully kept space complete cabana built batak style water edge see photo feel immediately restful walking main building check walk restaurant area selection different type seating choice raised platform sofa table chair etc large building complete display case showcasing product site bakery check straight forward given key junior suite may sound grand accommodation one two room upper level building flanking garden area comprised,0
226,tabo cottage offer great view lake toba worth every cent pay room clean staff friendly biggest grouse would shower flow kinda slow breakfast soso german pastry brilliant dont come expecting star experience cool chill place relax immerse beauty lake toba,0
227,stayed family room clean service great view fantastic served buffet breakfast small portion always fill food keep fresh provide asian western cuisine stay visit lake toba,1
228,stayed newly renovated junior suite hot shower problem latch bathroom missing main doublebed good mattress extra bed daughter lousy could feel metal spring sleeping neighbouring guest may need told shut especially beer room soundproof staff pretty busy meal time dont expect speedy service excellent pastry love homemade tamarillo jam tamarillo juice strawberry cake coconut crumble annette owner friendly helpful arrangement advise sightseeing love scenic view room dining area appreciate step lake water may able see heron feeding porapora fish,1
229,stayed day may wife son great place really awesome view morning view could stay nothing whole week swam lake right front really nice experience junior vip room think good big bed adequate build area antsnot issue shower hot water bit hard get really problem food restaurant really nice genuine bakery right well prefer bakery stuff outside hotel though youd definitely need scooter travel around ownerreception would help easily though,1
230,tabo cottage overlook lake toba idea staying cottage island middle one largest caldera lake found world already romantic resort stretch lake give opportunity swim careful ferry come would recommend swim alone without informing someone wide variety accommodation suit need staying nice room attic sleeping place balcony hammock friend travelling together unique room different decor however room come kettle request u need bring ur travel kettle power hot water island reliable expect occasional,1
231,ask transportation arrangement managerowner overcharged lot ridiculous strongly advice book transport local taxi company like bagus stayed toba village inn didnt problem toba village inn management much humble honest willing help arrangement second thing beware problematic hot showerthe water volume small either boilling hot freezing cold good make sure assigned room beside construction environment family friendly place quiet expected want enjoy serenity beside lake probably want go,0
232,hour driving reached tabo cottage car boat room cosy whole setting lake awesome hangmat balcony give view towards lake owner working team providing great care service thank making indonesia available u wonderful way,1
233,third visit sumatra first visit danau toba tabo cottage recommended u pandi green hill guest house didnt disappoint beautiful setting right lake pool u quite lake swimming room amazing jungle bathroom hot water behind main reception restaurant area friend room overlooked lake wonderfully clean bed comfortable plenty room gear wardrobe put wanted food good lot choice especially breakfast hanging euro style baked good place chocolate eclair delicious really convenient place stay easy walking restaurant,1
234,possibility tuk tuk chose tabo cottage glad first night stayed batak villa nice spacious good lakeview stayed everything else fully booked saturdaynight next four night standard also called superior room smaller still ok hot sometimes hot shower breakfast included buffet includes coffee tea juice various fruit pancake omelette nasi goreng bread cheese jam peanutbutter chocolate abundance buffet however seems bigger owner around ok restaurant many vegetarian choice lot sandwich delicious german bread kind good cake crumbles good swimming,1
235,lake toba twice time stayed tabo cottage place disappoint u hotel staff helpful friendly food good love tempeh goreng favourite snack last trip stayed water front cottage people great balcony overlook lake peace quiet make easy enjoy relaxing rent bike ride around town would highly recommend wearing helmet road safest journey around beautiful,1
236,went spent two night lake toba tabo cottage nice room cleanthe food good friendly staff many place stay lake toba place better viewbut service cleanliness good compare another placecause look around another place wellwe really recommended place stayand hopefully coming back,1
237,hotel clean staff friendly fast service lovely scenery diverse restaurant menu food good price affordable german bakery cake yummy day laundry service available affordable room rate include breakfast love,1
238,stayed night bed comfortable staff friendly breakfast good bakery good price reasonable german bakery samosir island thank staff packing coffee luwak,1
